restaurant name,locality,feature,review,sentiment
plenty,Fort,food,It serves pan Asian food and the chef will cater to any special requests,1
plenty,Fort,food,Like the name says it has PLENTY of great vegetarian food,1
plenty,Fort,food,Great food and ambiance,1
plenty,Fort,food,"The food menu though not elaborate , but is good enough for vegetarians like me",-1
plenty,Fort,food,You can share lots of good food,1
plenty,Fort,food,"Lovely ambience , service not so great , food can be a bit more tasteful..a wee bit expensive",-1
plenty,Fort,food,"What a refreshing change from the mediocre restaurants that are opening around town ! Simple and elegant decor ( give me a break from the garish bling ! ! ! ) , good service , and DELICIOUS food",1
plenty,Fort,food,"Good and fresh food , nice ambiance , courteous staff",1
plenty,Fort,food,We were at ‘ PLENTY ’ on tuesday 31-10.Nice small restaurant in the financial district.What a PITY ‘ PLENTY ’ won ’ t last long with these ridiculous prices for ITSYPITSYTEENYWEENIE parts of food ! The food was tasting OK but ‘ OMB ’ ( Oh My Buddha ) these sky-high prices ! ? Who do they think they are ? Some 5 * Michelin place ? We really had so little food 15 min later we were at the Burger King to have a good bite.Why didn ’ t we order MORE food at ‘ PLENTY ’ ? ? ? Well we don ’ t like our wallets getting EMPTY by eating at ‘ PLENTY ’ Be warned ! And a free tip for people with ANOREXIA : Go there ! Huub & Leo BoZ NL,-1
plenty,Fort,food,"Was super packed , and now I know why ! ! Fabulous food , decently priced.We ordered the apple and elderflower spritzer to cool off , was yummy ! For lunch we got the Zaatar chicken ; was quite disappointed with the quantity",1
plenty,Fort,food,As the name suggests there is plenty of food which is yummy and at the same time healthy.I loved the ambiance and the decor.Even if you go alone you will not get bored because hey book lovers there are books for you to read ! ! Do not miss the desserts ! ! Vegetarian burrito was delicious .,1
plenty,Fort,food,"it was great from the word Go ! a nicely planned menu- a great ambience , interesting decor and most importantly good food- and a varied menu ! I wish i could have visited more than just once !",1
plenty,Fort,food,"The Goan Prawn curry was a coconut based red Spicy curry with some rice.All in all , a great food experience",1
plenty,Fort,food,"Excellent food choice , selection & preparation",1
plenty,Fort,food,"The ambiance and the food are outstanding , including the : Avacodo Toast ( has a pickled beetroot ) , Scrambled Eggs Rancheros , Egg Fondue , Ricotta and Jam on Toast",1
plenty,Fort,location,"Good Ambience , Good Tasty MenuNice range of selectionQuality goodLooks well decorated platters.Quantity SmallPrice bit highEven though empty says full and when you walk in you get tables.Location to quiet especially on Sunday and Holiday is , else location is prime buisness area .",1
plenty,Fort,vibe,"Excellent place , just got the right vibe going with it which is the south Bombay fort vibe , bang opposite the palatial bank property with the Victorian architecture , this warm joint which is tucked between the shops at fort was a breath of fresh air.The food here is classic , this is me coming back here for the second time and bringing with me my friends who are new to Bombay , the Kejriwal toast was so well done here , has to be my favourite in the whole of Bombay , the burrata and the goat cheese dishes were to relish and you can tell they were made with so much of zest",1
plenty,Fort,price,We were at ‘ PLENTY ’ on tuesday 31-10.Nice small restaurant in the financial district.What a PITY ‘ PLENTY ’ won ’ t last long with these ridiculous prices for ITSYPITSYTEENYWEENIE parts of food ! The food was tasting OK but ‘ OMB ’ ( Oh My Buddha ) these sky-high prices ! ? Who do they think they are ? Some 5 * Michelin place ? We really had so little food 15 min later we were at the Burger King to have a good bite.Why didn ’ t we order MORE food at ‘ PLENTY ’ ? ? ? Well we don ’ t like our wallets getting EMPTY by eating at ‘ PLENTY ’ Be warned ! And a free tip for people with ANOREXIA : Go there ! Huub & Leo BoZ NL,-1
plenty,Fort,price,"Was super packed , and now I know why ! ! Fabulous food , decently priced.We ordered the apple and elderflower spritzer to cool off , was yummy ! For lunch we got the Zaatar chicken ; was quite disappointed with the quantity",1
plenty,Fort,ambience,great ambience and well trained stafff,1
plenty,Fort,ambience,"Lovely ambience , service not so great , food can be a bit more tasteful..a wee bit expensive",-1
plenty,Fort,ambience,Simple decor but nice ambience .,-1
plenty,Fort,ambience,"it was great from the word Go ! a nicely planned menu- a great ambience , interesting decor and most importantly good food- and a varied menu ! I wish i could have visited more than just once !",1
plenty,Fort,service,"Good service.Medium sized servings.Pesto salad was a bit salty , all the dishes ordered were from the Jain menu.Would definitely visit again",1
plenty,Fort,service,Interesting starters and good service had us curious about the rest of the meal and we were not disappointed .,1
plenty,Fort,service,"Lovely ambience , service not so great , food can be a bit more tasteful..a wee bit expensive",-1
plenty,Fort,service,"What a refreshing change from the mediocre restaurants that are opening around town ! Simple and elegant decor ( give me a break from the garish bling ! ! ! ) , good service , and DELICIOUS food",1
plenty,Fort,service,Definitely recommend a meal at plenty ! The avocado toast was fabulous ... all egg preparation are well done ! The service was extremely prompt and friendly too,1
bademiya restaurant,Fort,value,"value for money , good location",1
bademiya restaurant,Fort,value,Not cheap but OK value,-1
bademiya restaurant,Fort,value,"The walls has the pictures depicting the history of the chain which is interesting.We ordered the non veg platter , a plate of roasted prawn , chicken baida roti , rumali roties and garlic naan.The platter was worth it is value with a good amount of kababs ( chicken sheekh , mutton sheekh , reshmi kababs , pudina kababs and few other ) .The baida roti was good in taste but served very cold which robbed a bit of the taste.The roasted prawn is to give a miss as it was just 6-7 pcs of less than 2 inch long prawns",1
bademiya restaurant,Fort,value,"Not worth it is value or taste.The rumali roti were thick taking away the fun of being able to be used as a wrap for the kababs.For dessert , ordered rabbri and custard caramel",-1
bademiya restaurant,Fort,value,"The boondi raita was sweet.Dum biryani was also not to the mark , hence we somehow finished off.Our order of a Sprite and Sweet lime soda was not served till we left the table.The waiters serving the food were also not receptive and they hardly have any facial expressions.Overall we did not find it suitable and not worth spending your weekend in this restaurant with only the name n fame and no value for your money .",1
bademiya restaurant,Fort,decor,"The decor is decently done comparing to their other outsets situated at the original place at Colaba area.As their are known for delicious kababs , 3 pieces of Chicken seek kabab is priced at Rs.200/- which is on higher side",1
bademiya restaurant,Fort,place,Chicken dum biryani was average but rest of the food was awesome.This is a very simple place where u can go only if u want to eat good food,1
bademiya restaurant,Fort,place,Had a lovely mutton curry sat down and ended up with a chicken tandoori wrap at the end of each evening from the grill place every night - miss it already,1
bademiya restaurant,Fort,place,"It was good to eat something on street by standing , because there is no place to seat and lot of people come to have there own taste",1
bademiya restaurant,Fort,place,Great place for biryani and kababs .,1
bademiya restaurant,Fort,place,This is a good place for having some authentic Mughlai food,1
bademiya restaurant,Fort,place,Good place to go to with family any day of the week .,1
bademiya restaurant,Fort,place,Same authentic taste as the roadside place behind the taj,1
bademiya restaurant,Fort,place,This place I am told has opened not so long ago and the original bademiyan used to be behind the Taj Mahal Hotel in a small by-lane,1
bademiya restaurant,Fort,place,Overall this place is not bad atleast for a 1 time experience .,1
bademiya restaurant,Fort,place,It was not that great a place to eat,-1
bademiya restaurant,Fort,place,"Considered as one of the old exotic eating places in Mumbai known for excellent non-vegetarian food , with known speciality of kebebs and stuffed breads , is one place one should plan a visit",1
bademiya restaurant,Fort,place,We went there just yesterday at 7:15pm.We finally reached this place as a relative raved about itThe items we wanted not available.Jodhpuri naan `` tandoor not heated '' Chicken breast `` it is finished '' Service so bad that when we asked for their specialities the waiter shirked it off to another,-1
bademiya restaurant,Fort,place,"They are a fast food place and they have been serving really good stuff for quite a while now.I have always had a great time here , whether it was eating in my car or placing the plates on top of my car is bonnet or even sitting in their little makeshift restaurant.I highly recommend their rumali rotis and bheja masala .",1
bademiya restaurant,Fort,place,"I Visited this place yesterday with my friends , the food is really very tasty at the restaurant , we started wth the kebabs and then mutton ghost and chicken korma with rumali roti and then biryani and ended it with phirni and caramel custardThe restaurant is very simple , but the food is very amazing , Akshay The order taker took care of us properly no delay nothingVery good restaurant not at all costlyMust visist",-1
bademiya restaurant,Fort,place,"The decor is decently done comparing to their other outsets situated at the original place at Colaba area.As their are known for delicious kababs , 3 pieces of Chicken seek kabab is priced at Rs.200/- which is on higher side",1
bademiya restaurant,Fort,place,Visited this lovely quaint place during the fasting month and had dinner,1
bademiya restaurant,Fort,place,Good place to have their famous kababs..They used to make and sell kababs near Taj Mahal hotel at late night..Vegetarian kababs are as good as others- nothing great .,1
bademiya restaurant,Fort,place,"some paneer based tikka etc are also on the menu for Jains.This place might be good for Non-Veg kababs..most tables were occupied when we went there for lunch..ambience is not too bad..If you are in Ballard estate /Fort area , this place is not bad for a quick lunch..",1
bademiya restaurant,Fort,food,Excellent Mughalai food,1
bademiya restaurant,Fort,food,Chicken dum biryani was average but rest of the food was awesome.This is a very simple place where u can go only if u want to eat good food,1
bademiya restaurant,Fort,food,We chose the restaurant since we were not really sure how rustic the eating area of the food stall part of the business was,-1
bademiya restaurant,Fort,food,The restaurant is a farther walk compared to the stall eating area - the food has to travel ( in open air through the street ) a longer distance .,-1
bademiya restaurant,Fort,food,"Excellent food , mughalai style",1
bademiya restaurant,Fort,food,always heard about Bademiya but can confirm that once you taste it you always have to go there time and again.The food is just awesome and the kababs are just fabulous.great sense of service and i highly recommend to anyone who happens to love tandooris and kebabs .,1
bademiya restaurant,Fort,food,This is a good place for having some authentic Mughlai food,1
bademiya restaurant,Fort,food,The food was served hot and amazingly fast,1
bademiya restaurant,Fort,food,The food quality was quite good,1
bademiya restaurant,Fort,food,"The portion size was good enough [ one dish for every 2 persons ] , and since the rates are not kiling , you end up having a lot of food at a decent price.A must visit if you love chicken and mutton .",1
bademiya restaurant,Fort,food,"This is the fine dining restaurant , best for people who want to sit & enjoy their food in peace rather than standing on the street",1
bademiya restaurant,Fort,food,"The custard caramel looked good and my kids ( expert in identifying quality custard caramel ) rated it 2 on a scale of 5.Overall ratings : Interior : 6/10Presentation of food : 6/10Taste : 6/10 ( rabri made up for it ) Value for money : 7/10So if I have to get back , it would be probably when I crave for bademiyan and can not visit the one behind the Taj .",1
bademiya restaurant,Fort,food,This is a clean and hygienic restaurant serving excellent kababs and moghalai food,1
bademiya restaurant,Fort,food,"Very bad food and service.on 07/04/2018 , their service is so bad and want to take order only once as other peoples are in queue.Waiters are so misbehaving , special with ladies.Biryani is horrible , and salt and lime conbination is so bad , that feel like throwing it.As after the restaurant had established , they think they are the king of restaurant sector.Manager does not care about custumers feedback.we all consumers should boycott Bademiya franchise.Come Share this feedback all over Mumbai , India.so No one can misbehave with their Customers .",-1
bademiya restaurant,Fort,food,"Considered as one of the old exotic eating places in Mumbai known for excellent non-vegetarian food , with known speciality of kebebs and stuffed breads , is one place one should plan a visit",1
bademiya restaurant,Fort,food,"Delicious yet affordable food , great service",-1
bademiya restaurant,Fort,food,"Even if food was excellent it would still have tasted like sawdust after such treatment.Learn hospitality from The Raisin , near Seifee Hospital .",1
bademiya restaurant,Fort,food,We were asked to take either mutton biryani or tikka biryani instead.When asked why can not you serve food which was ordered more than a hour before there was no one ready to answer us and simply ignored,-1
bademiya restaurant,Fort,food,"They are a fast food place and they have been serving really good stuff for quite a while now.I have always had a great time here , whether it was eating in my car or placing the plates on top of my car is bonnet or even sitting in their little makeshift restaurant.I highly recommend their rumali rotis and bheja masala .",1
bademiya restaurant,Fort,food,"I Visited this place yesterday with my friends , the food is really very tasty at the restaurant , we started wth the kebabs and then mutton ghost and chicken korma with rumali roti and then biryani and ended it with phirni and caramel custardThe restaurant is very simple , but the food is very amazing , Akshay The order taker took care of us properly no delay nothingVery good restaurant not at all costlyMust visist",-1
bademiya restaurant,Fort,food,We visited this joint a few days back and tasted really good food,1
bademiya restaurant,Fort,food,by travelling all the mumbai and we were so tired to do anything.We saw this hotel nearby and went in.We ordered 5 rumali roti with chicken curry and one chicken breast AND a veg kabab.The food was so delicious and it had a good taste of feel at mumbai roads.But the quantity was less.Overall experience was very good .,1
bademiya restaurant,Fort,food,Went to this joint near Starbuck as we were close to thisFood isnt great and helpings are minisculeFor seekh kababs mutton it was measly three pieces not more than 5inch long and perhaps not more than 1inch dia very poor helpingBiryani was greasy with curd helpingBayda roti wasnt worth itYou can better version in md ali roadThe legacy of bademiya was not reflectiveOf course the food near apollo bunder from 7pm has also worsenTake my adviseUnless u are trapped on a sunday with no non veg restaurant in horniman circle please dont visitBetter u visit ayubs behind rhythm house and eat a chicken roll,1
bademiya restaurant,Fort,food,Excellent option to pick up some rolls and some food,1
bademiya restaurant,Fort,food,The food turned out to be horrible as did the service,-1
bademiya restaurant,Fort,food,"Bademiya have a good name among Mumbai foodies , hence I also planned a visit to have dinner with family",1
bademiya restaurant,Fort,food,"The boondi raita was sweet.Dum biryani was also not to the mark , hence we somehow finished off.Our order of a Sprite and Sweet lime soda was not served till we left the table.The waiters serving the food were also not receptive and they hardly have any facial expressions.Overall we did not find it suitable and not worth spending your weekend in this restaurant with only the name n fame and no value for your money .",1
bademiya restaurant,Fort,quality,The food quality was quite good,1
bademiya restaurant,Fort,quality,"The custard caramel looked good and my kids ( expert in identifying quality custard caramel ) rated it 2 on a scale of 5.Overall ratings : Interior : 6/10Presentation of food : 6/10Taste : 6/10 ( rabri made up for it ) Value for money : 7/10So if I have to get back , it would be probably when I crave for bademiyan and can not visit the one behind the Taj .",1
bademiya restaurant,Fort,quality,"Food quality is good but quantity is super less , i order prawns fry 250 inr got 5 prawnsJus was ful of suger without ice although i complaint several times.Service was very poor staff is not ready to listen anythingWorst experience , not recommended",-1
bademiya restaurant,Fort,service,"Good ambiance , and good service",1
bademiya restaurant,Fort,service,And service was really quick,1
bademiya restaurant,Fort,service,Food service was excellent and we got our lunch in ten minutes,1
bademiya restaurant,Fort,service,Great service and tasty,1
bademiya restaurant,Fort,service,always heard about Bademiya but can confirm that once you taste it you always have to go there time and again.The food is just awesome and the kababs are just fabulous.great sense of service and i highly recommend to anyone who happens to love tandooris and kebabs .,1
bademiya restaurant,Fort,service,The service was prompt and staff were courteous,1
bademiya restaurant,Fort,service,We kept adding to the menu based on our likes and the quick service was noticable throught,1
bademiya restaurant,Fort,service,"Very bad food and service.on 07/04/2018 , their service is so bad and want to take order only once as other peoples are in queue.Waiters are so misbehaving , special with ladies.Biryani is horrible , and salt and lime conbination is so bad , that feel like throwing it.As after the restaurant had established , they think they are the king of restaurant sector.Manager does not care about custumers feedback.we all consumers should boycott Bademiya franchise.Come Share this feedback all over Mumbai , India.so No one can misbehave with their Customers .",-1
bademiya restaurant,Fort,service,"Delicious yet affordable food , great service",-1
bademiya restaurant,Fort,service,The finishing touch was shahi ka tukda and the sweet dish was delicious.Ambiance was nice and service was adequate,1
bademiya restaurant,Fort,service,The food turned out to be horrible as did the service,-1
bademiya restaurant,Fort,location,The location as well is a perfect hit as it ’ s next to most of the clubs and cafes in Colaba,1
bademiya restaurant,Fort,location,"value for money , good location",1
bademiya restaurant,Fort,location,"Prices are ok , not very high , considering its prime location",-1
bademiya restaurant,Fort,price,"The portion size was good enough [ one dish for every 2 persons ] , and since the rates are not kiling , you end up having a lot of food at a decent price.A must visit if you love chicken and mutton .",1
bademiya restaurant,Fort,price,Service is quick and it is reasonably priced as well .,1
bademiya restaurant,Fort,price,"The decor is decently done comparing to their other outsets situated at the original place at Colaba area.As their are known for delicious kababs , 3 pieces of Chicken seek kabab is priced at Rs.200/- which is on higher side",1
bademiya restaurant,Fort,price,Food is below average and not worth the price at all,-1
bademiya restaurant,Fort,ambience,great ambience .,1
bademiya restaurant,Fort,ambience,The ambience is sober and the restaurant is clean,1
bademiya restaurant,Fort,ambience,Lovely indian mughlai ambience and the taste to go with it,1
bademiya restaurant,Fort,ambience,"some paneer based tikka etc are also on the menu for Jains.This place might be good for Non-Veg kababs..most tables were occupied when we went there for lunch..ambience is not too bad..If you are in Ballard estate /Fort area , this place is not bad for a quick lunch..",1
bademiya restaurant,Fort,restaurant,We chose the restaurant since we were not really sure how rustic the eating area of the food stall part of the business was,-1
bademiya restaurant,Fort,restaurant,The restaurant is a farther walk compared to the stall eating area - the food has to travel ( in open air through the street ) a longer distance .,-1
bademiya restaurant,Fort,restaurant,I have read lot of good reviews on this restaurant,1
bademiya restaurant,Fort,restaurant,"Its a proper sit down ac restaurant , unlike its original outlet at Colaba",1
bademiya restaurant,Fort,restaurant,The ambience is sober and the restaurant is clean,1
bademiya restaurant,Fort,restaurant,"This is the fine dining restaurant , best for people who want to sit & enjoy their food in peace rather than standing on the street",1
bademiya restaurant,Fort,restaurant,This is a clean and hygienic restaurant serving excellent kababs and moghalai food,1
bademiya restaurant,Fort,restaurant,"Very bad food and service.on 07/04/2018 , their service is so bad and want to take order only once as other peoples are in queue.Waiters are so misbehaving , special with ladies.Biryani is horrible , and salt and lime conbination is so bad , that feel like throwing it.As after the restaurant had established , they think they are the king of restaurant sector.Manager does not care about custumers feedback.we all consumers should boycott Bademiya franchise.Come Share this feedback all over Mumbai , India.so No one can misbehave with their Customers .",-1
bademiya restaurant,Fort,restaurant,They are not a fine dine restaurant,-1
bademiya restaurant,Fort,restaurant,"They are a fast food place and they have been serving really good stuff for quite a while now.I have always had a great time here , whether it was eating in my car or placing the plates on top of my car is bonnet or even sitting in their little makeshift restaurant.I highly recommend their rumali rotis and bheja masala .",1
bademiya restaurant,Fort,restaurant,"I Visited this place yesterday with my friends , the food is really very tasty at the restaurant , we started wth the kebabs and then mutton ghost and chicken korma with rumali roti and then biryani and ended it with phirni and caramel custardThe restaurant is very simple , but the food is very amazing , Akshay The order taker took care of us properly no delay nothingVery good restaurant not at all costlyMust visist",-1
bademiya restaurant,Fort,restaurant,Went to this joint near Starbuck as we were close to thisFood isnt great and helpings are minisculeFor seekh kababs mutton it was measly three pieces not more than 5inch long and perhaps not more than 1inch dia very poor helpingBiryani was greasy with curd helpingBayda roti wasnt worth itYou can better version in md ali roadThe legacy of bademiya was not reflectiveOf course the food near apollo bunder from 7pm has also worsenTake my adviseUnless u are trapped on a sunday with no non veg restaurant in horniman circle please dont visitBetter u visit ayubs behind rhythm house and eat a chicken roll,1
bademiya restaurant,Fort,restaurant,The guy started with a cart and now has a proper restaurant - shows you how popular it is .,1
bademiya restaurant,Fort,restaurant,"The boondi raita was sweet.Dum biryani was also not to the mark , hence we somehow finished off.Our order of a Sprite and Sweet lime soda was not served till we left the table.The waiters serving the food were also not receptive and they hardly have any facial expressions.Overall we did not find it suitable and not worth spending your weekend in this restaurant with only the name n fame and no value for your money .",1
fountain sizzlers,Fort,value,An excellent option for lunch for office goers as it is good value for money too .,1
fountain sizzlers,Fort,value,We had ordered 2 value meals between us 3 colleagues from work.The Burnt garlic chicken with fried rice was excellent,1
fountain sizzlers,Fort,sizzler,The sizzler joint is located in Flora Fountain area just opposite iconic HSBC Bank and the also near the High CourtI had visited the place on Sunday morning hence had ample space for Parking which is otherwise a nightmare during week daysThe restaurant has cool and cosy ambiance with very friendly Staff .We had Iced Tea Peach flavored as a refresher,1
fountain sizzlers,Fort,sizzler,"It was nicely preparedFor Sizzler we ordered Chicken Grilled Sizzler and in Mix Sizzlers ( Lamb , Tenderloin & Chicken Sausages in Barbecue Sauce ) The preparation was good not not excellent .The balance of sizzlers was more ofNon Veg with hardly any vegetables which is bit disappointingFor Sizzlers lovers I would rate Fountain Sizzlers 7 /10 with Kobe and Yokos withtop honour of 9 /10To summarize it do not go to FOUNTAIN SIZZLERS with great expectations",-1
fountain sizzlers,Fort,sizzler,It is a very good restaurant for having sizzlers & the place is nice & cozy,1
fountain sizzlers,Fort,sizzler,"My colleagues took a paneer shashlik sizzler , which was equally yummy.I tried their chocolate mousse , which was the best i ever had.The service and ambience is also top class",1
fountain sizzlers,Fort,sizzler,They have some amazing and sizzling sizzlers along with some other continental dishes,1
fountain sizzlers,Fort,sizzler,It gave a nice sensation to my tasting buds.For mains we had ordered : Thai Sizzler : Absolutely my favorite sizzler,1
fountain sizzlers,Fort,sizzler,"The platter had cottage cheese , baby corn , potato , spinach , American corn and mushroom in a cheesy brown sauce served with rice.A very filling sizzler and the portion suffices 2 of them.For desserts we had ordered : Tiramisu : After a long time , I had a delish tiramisu that was fresh , creamy and also satisfying",1
fountain sizzlers,Fort,sizzler,It was heavenly and sinful and one should not miss it here.Overall a great experience and I will surely go again for sizzlers and desserts .,-1
fountain sizzlers,Fort,sizzler,We tried the paneer shashlik sizzler & oriental veg sizzler and both were really well prepared,1
fountain sizzlers,Fort,sizzler,The service is excellent and food is lip smacking.I loved the sizzlers here.They have personal dining area and common dining area,1
fountain sizzlers,Fort,sizzler,"The best sizzlers I have had upto date is here .Simple and beautiful interiors with comfortable sitting.It has 2 levels of seating.Service is quick and waiters are also friendly.We ordered ; Veggie fountain sizzler -Upto mark .Full 100.Right amount of spices , veggies , paneer and pattice.Enough to have for 2 people and reasonably priced.MocktailsBerry punch-With strawberry , pineapple and raspberry it was good but a little thicknees was missingCold coffee-We asked with icecream but it was missing.Sizzling hot Brownie-Best best best the one which I think everyone loves itA must try place for sizzlers -the best in town.Loved everything .",1
fountain sizzlers,Fort,sizzler,"Although the prices have gone up the food remains the same taste and flavor over the years.There is a good selection of meat , chicken and fish sizzlers served on a hot iron plate",1
fountain sizzlers,Fort,sizzler,This is one of my favorite joints where one can get the best of sizzlers,1
fountain sizzlers,Fort,sizzler,"good experience , food or should say sizzlers are too good in terms of quantity and quality",1
fountain sizzlers,Fort,sizzler,all the verity of sizzlers are good,1
fountain sizzlers,Fort,sizzler,"We ordered pepper sauce sizzler which was nice , pander could have been softer",1
fountain sizzlers,Fort,sizzler,Absolutely great sizzlers,1
fountain sizzlers,Fort,sizzler,We ordered a low carb sizzler which was very disappointing .,-1
fountain sizzlers,Fort,sizzler,Tried the cottage cheese shaslik sizzler and brownie which were both awesome,1
fountain sizzlers,Fort,sizzler,Orient sizzlers were excellent,1
fountain sizzlers,Fort,sizzler,This place has a nice soothing ambience and great sizzlers,1
fountain sizzlers,Fort,sizzler,This is a prominent restaurant located near flora fountain in Mumbai.They are famous for their sizzlers,1
fountain sizzlers,Fort,sizzler,we went here for dinner ! their sizzlers are yummy ! lovely cozy place .Worth the money and the portion size is also good,1
fountain sizzlers,Fort,sizzler,This is a prominent restaurant located near flora fountain in Mumbai.They are famous for their sizzlers.Sandwiches and soups were equally good.They have seating on ground plus mezzanine floor.Staff is prompt.Good place if you like sizzlers .,1
fountain sizzlers,Fort,sizzler,we loved the place as we stayed across the street we went here for dinner ! their sizzlers and pizza are yummy ! lovely cozy place,1
fountain sizzlers,Fort,sizzler,"Fish lovers shud go for fish sizzlers with cheddar cheese sauce , chicken saslik was good",1
fountain sizzlers,Fort,sizzler,I must say one of the few places which serves u good sizzlers in Mumbai .,1
fountain sizzlers,Fort,sizzler,The teppan sizzlers are also good,1
fountain sizzlers,Fort,sizzler,"For a change you can try a sizzler dish on a plate , instead of the hot pan.The ice tea is a great accompaniment.Overall a good restaurant .",1
fountain sizzlers,Fort,sizzler,We ordered fish sizzler and pasta to go with it.The sizzler was tasty and yummy,1
fountain sizzlers,Fort,sizzler,"Though they offered only two to three pieces of fish only in the sizzler.Nonetheless , we had a great lunch .",1
fountain sizzlers,Fort,sizzler,"After eating the yummy sizzler , the penne was another pearl in the ocean",1
fountain sizzlers,Fort,sizzler,"It happens to be a place where we have celebrated many occasions.As the name suggests , its a sizzlers place and they are good",1
fountain sizzlers,Fort,sizzler,The sizzlers are too good esp,1
fountain sizzlers,Fort,sizzler,Overall experience was not good as 2 sizzlers we ordered was almost tasteless,-1
fountain sizzlers,Fort,place,The sizzler joint is located in Flora Fountain area just opposite iconic HSBC Bank and the also near the High CourtI had visited the place on Sunday morning hence had ample space for Parking which is otherwise a nightmare during week daysThe restaurant has cool and cosy ambiance with very friendly Staff .We had Iced Tea Peach flavored as a refresher,1
fountain sizzlers,Fort,place,It is a very good restaurant for having sizzlers & the place is nice & cozy,1
fountain sizzlers,Fort,place,"Their menu is vast and will leave you with many options to select from.The ambiance is good and has an old charm to it that makes it a nice place.The staff were nice , prompt and served us with a smiling face.This is what we had ordered : MocktailsAll the mocktails were refreshing , chilled and can be enjoyed on a relaxing evening",1
fountain sizzlers,Fort,place,"The best sizzlers I have had upto date is here .Simple and beautiful interiors with comfortable sitting.It has 2 levels of seating.Service is quick and waiters are also friendly.We ordered ; Veggie fountain sizzler -Upto mark .Full 100.Right amount of spices , veggies , paneer and pattice.Enough to have for 2 people and reasonably priced.MocktailsBerry punch-With strawberry , pineapple and raspberry it was good but a little thicknees was missingCold coffee-We asked with icecream but it was missing.Sizzling hot Brownie-Best best best the one which I think everyone loves itA must try place for sizzlers -the best in town.Loved everything .",1
fountain sizzlers,Fort,place,Peach ice tea was good and potato chilly garlic was very nice.Once upon a time this was such a wonderful place .,1
fountain sizzlers,Fort,place,We have visited this place many times in the past and have found it to be generally ok but our visit here on Saturday last for dinner was terrible .,-1
fountain sizzlers,Fort,place,Nice place,1
fountain sizzlers,Fort,place,"Located in the Flora Fountain shopping zone , the place serves amazing Sizzlers and desserts",1
fountain sizzlers,Fort,place,"We 4 visited this place for Dinner on 7th March.Ordered 2 Sizzler.To our surprise in 'Red Hot Chilly Sizzler ' a rusted 1/2 '' Wood screw was found in the platter.Wonder how come screw popped in ? Kitchen may not be well maintained and un hygienic handling of food , careless cook even Civic authority may be by passed.Manager was not so apologetic even.All our expectation of great dinner fizzled out.Will not visit this place again and will not recommend either .",1
fountain sizzlers,Fort,place,This place has a nice soothing ambience and great sizzlers,1
fountain sizzlers,Fort,place,we went here for dinner ! their sizzlers are yummy ! lovely cozy place .Worth the money and the portion size is also good,1
fountain sizzlers,Fort,place,This is a prominent restaurant located near flora fountain in Mumbai.They are famous for their sizzlers.Sandwiches and soups were equally good.They have seating on ground plus mezzanine floor.Staff is prompt.Good place if you like sizzlers .,1
fountain sizzlers,Fort,place,we loved the place as we stayed across the street we went here for dinner ! their sizzlers and pizza are yummy ! lovely cozy place,1
fountain sizzlers,Fort,place,One of my great places to have a Sizzler,1
fountain sizzlers,Fort,place,"The place is always busy , crowded , and not at all smokey despite it being a relatively small joint.I have been visiting for many years now and have always gone with the chicken sashlik and lemon ice-tea ... .this is tried and tested by me and trust me their sashlik is brilliant",1
fountain sizzlers,Fort,place,Good place for Sizzler Lovers,1
fountain sizzlers,Fort,place,I must say one of the few places which serves u good sizzlers in Mumbai .,1
fountain sizzlers,Fort,place,I have fond memories attached to this place,1
fountain sizzlers,Fort,place,"It happens to be a place where we have celebrated many occasions.As the name suggests , its a sizzlers place and they are good",1
fountain sizzlers,Fort,place,Good place to hang out with .,1
fountain sizzlers,Fort,place,This place is not worth visiting as service is 0,-1
fountain sizzlers,Fort,food,Great food,1
fountain sizzlers,Fort,food,"First time i had some continental food , which was way too delicious",1
fountain sizzlers,Fort,food,The service is excellent and food is lip smacking.I loved the sizzlers here.They have personal dining area and common dining area,1
fountain sizzlers,Fort,food,"Although the prices have gone up the food remains the same taste and flavor over the years.There is a good selection of meat , chicken and fish sizzlers served on a hot iron plate",1
fountain sizzlers,Fort,food,"good experience , food or should say sizzlers are too good in terms of quantity and quality",1
fountain sizzlers,Fort,food,"We 4 visited this place for Dinner on 7th March.Ordered 2 Sizzler.To our surprise in 'Red Hot Chilly Sizzler ' a rusted 1/2 '' Wood screw was found in the platter.Wonder how come screw popped in ? Kitchen may not be well maintained and un hygienic handling of food , careless cook even Civic authority may be by passed.Manager was not so apologetic even.All our expectation of great dinner fizzled out.Will not visit this place again and will not recommend either .",1
fountain sizzlers,Fort,food,Great service with good food and great portions,1
fountain sizzlers,Fort,food,Great service with good food and great portions,1
fountain sizzlers,Fort,quality,I have been eating here since 15 years and the quality is excellent,1
fountain sizzlers,Fort,quality,"good experience , food or should say sizzlers are too good in terms of quantity and quality",1
fountain sizzlers,Fort,service,Food and service is great,1
fountain sizzlers,Fort,service,Very quick service and great taste,1
fountain sizzlers,Fort,service,"My colleagues took a paneer shashlik sizzler , which was equally yummy.I tried their chocolate mousse , which was the best i ever had.The service and ambience is also top class",1
fountain sizzlers,Fort,service,The service is excellent and food is lip smacking.I loved the sizzlers here.They have personal dining area and common dining area,1
fountain sizzlers,Fort,service,Great service with good food and great portions,1
fountain sizzlers,Fort,service,Great service with good food and great portions,1
fountain sizzlers,Fort,service,Ambience is good and so is the service,1
